"","Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"APC","APC",-0.107143434781701,16.0982402840571,-2.07729523688782,0.0446263408676516,0.168729081354949,-4.52533993912018
"REXO4","REXO4",0.111997217077157,16.8786049036538,2.07695897361087,0.0446590855502484,0.168774387000451,-4.52596990290042
"ACSF3","ACSF3",0.160450636367329,16.1867607605265,2.0757802163039,0.0447740372075039,0.169043360100292,-4.52817757858282
"RAB8B","RAB8B",0.208481243574461,16.3030125324783,2.07577836025359,0.0447742184127969,0.169043360100292,-4.52818105396817
"MICAL3","MICAL3",0.16596036424119,15.754750593158,2.07558967178776,0.0447926433332548,0.169043360100292,-4.5285343532936
"P0DPB5","P0DPB5",-0.17510490744503,15.6273937602257,-2.07532757560344,0.0448182473537431,0.169061500110709,-4.5290250587097
"BHLHE22","BHLHE22",-0.252107647425085,18.1725685801223,-2.07409196092571,0.0449391267946491,0.169402599013953,-4.53133775834759
"DYNC1LI2","DYNC1LI2",0.118006169582745,16.0397399296206,2.07377253592572,0.0449704224222353,0.169402599013953,-4.5319354487597
"STXBP5","STXBP5",0.239804342297168,15.1356292523866,2.07376469746181,0.0449711906350239,0.169402599013953,-4.53195011474467
"OSBPL11","OSBPL11",0.194616663688972,15.7444850737295,2.07231454490473,0.0451135117479663,0.169630822743945,-4.53466263586158
"FOCAD","FOCAD",0.167016233769454,15.5523396487882,2.07230851532906,0.045114104327047,0.169630822743945,-4.53467391109249
"UBE2V2","UBE2V2",0.149690726163243,17.4203472857083,2.07220346480712,0.0451244296549212,0.169630822743945,-4.53487035008415
"NIFK","NIFK",0.184982588481414,16.8070992504828,2.0720997174055,0.0451346289336626,0.169630822743945,-4.53506434457246
"A9Z1Z3","A9Z1Z3",-0.322763775413012,17.3282689631593,-2.07208461436567,0.0451361138633476,0.169630822743945,-4.53509258470113
"FDFT1","FDFT1",0.178231385457728,16.2011788688419,2.07110059652359,0.0452329547725718,0.16991621503985,-4.53693218037483
"NMI","NMI",-0.115432740494537,16.1065854816258,-2.07072484342982,0.0452699820810864,0.169976759509077,-4.5376344584474
"SERBP1","SERBP1",-0.126529914978438,19.9533312853314,-2.06984473623575,0.0453568132627935,0.170211385072367,-4.53927897339203
"Q96SB3","Q96SB3",-0.121446019131362,15.9435666043403,-2.06966719043663,0.0453743475768014,0.170211385072367,-4.5396106575973
"LUZP1","LUZP1",0.138382607838306,16.971436628271,2.06931006614704,0.0454096349474751,0.170265185649458,-4.54027775515187
"APP","APP",0.15885606787994,15.4992142557347,2.06909689511239,0.0454307097910721,0.170265670766079,-4.54067590884828
"SMAD5","SMAD5",0.217395203200537,15.4485098071301,2.06727922887324,0.0456107591594524,0.170835299326218,-4.54406956486685
"FRYL","FRYL",-0.139225902467857,15.9013282624241,-2.06713844520921,0.0456247305741443,0.170835299326218,-4.54433231502255
"SLC39A6","SLC39A6",-0.155621693404182,15.8286688504335,-2.06681959351805,0.0456563873805792,0.17087512569831,-4.54492734819602
"MARCH5","MARCH5",-0.216899503419167,16.4139049889317,-2.06634402766038,0.0457036391238651,0.170973254688403,-4.54581470232021
"SURF1","SURF1",0.12778652820259,15.6524495496278,2.06434662620078,0.0459025671130282,0.17163843977084,-4.5495398682409
"HECTD1","HECTD1",0.140275155536052,16.2860913706546,2.06403101676911,0.045934069019793,0.171677263016964,-4.55012822041891
"PFDN4","PFDN4",-0.155616135806309,17.4598476394623,-2.06264752815386,0.0460723826374562,0.172069248527608,-4.55270644766756
"GATB","GATB",0.155485082412847,15.5857955421495,2.06255862089971,0.0460812835581995,0.172069248527608,-4.55287208562659
"DGKA","DGKA",-0.167520257139634,15.7560411104019,-2.06111431635595,0.0462260907249147,0.172530712352081,-4.55556209233951
"GAA","GAA",0.172236701194077,15.4145894106855,2.06086555587662,0.0462510718397502,0.172544728309009,-4.55602525597979
"INTS7","INTS7",0.136596862597173,15.1250547748848,2.06033072770435,0.0463048205779166,0.172666002971506,-4.5570208948028
"PDZD8","PDZD8",-0.131429410253006,15.0980128538283,-2.05966616393608,0.0463716835713452,0.172836045736573,-4.55825776428488
"CCNL1","CCNL1",0.143063555449023,15.8634530738206,2.05916463302231,0.0464221994774753,0.172903324579695,-4.55919099136775
"CARS2","CARS2",0.132420820434412,15.7161378175158,2.05906466581675,0.0464322742720474,0.172903324579695,-4.55937698446429
"PRR5","PRR5",0.35267360433655,14.9714056549608,2.05878836150383,0.0464601304530558,0.172927839035206,-4.55989102270873
"ZNF440","ZNF440",0.134058471272812,17.7121403385438,2.05817406080128,0.0465221148506782,0.173079300513118,-4.56103367525745
"MUL1","MUL1",0.144016896640633,15.4665281373633,2.05785117558702,0.0465547237479158,0.173121385794514,-4.56163416117422
"RTF1","RTF1",0.10841479495717,16.6793361458034,2.05722362942035,0.0466181582649521,0.173278010304433,-4.56280102640501
"ZMYND11","ZMYND11",0.213721915521569,15.5614293323542,2.05645304960605,0.0466961545817324,0.173488592593648,-4.56423346307155
"PYROXD2","PYROXD2",-0.38039458664757,15.8980303070017,-2.05379807177163,0.046965760563342,0.174410537971406,-4.56916555593511
"CAT","CAT",0.118082634352678,17.1338753268679,2.05342447892067,0.0470038070227587,0.174472122049318,-4.56985916457815
"RRN3","RRN3",-0.157964662214535,14.736723128595,-2.05208938053696,0.0471399930361967,0.174862573957225,-4.5723370746547
"NDUFS7","NDUFS7",0.132131345223602,16.2427846232609,2.05197164669681,0.0471520189585727,0.174862573957225,-4.57255552431053
"B4GALT3","B4GALT3",0.244568073862064,14.7604388549739,2.05144864064321,0.0472054738523314,0.174980983559326,-4.5735258171968
"RANBP1","RANBP1",-0.165412299023689,17.5458376219692,-2.04969289392353,0.0473853113173813,0.175567545897444,-4.57678168016102
"APPBP2","APPBP2",0.392281150049797,15.0002620106396,2.04863092162274,0.0474943774564694,0.175891478060884,-4.57874992886881
"RTCB","RTCB",0.171471704229532,17.5403507344114,2.04841887604829,0.0475161811228628,0.175892093054532,-4.57914283476973
"CCAR2","CCAR2",0.110809523902287,17.8853228619564,2.04746090067385,0.047614794417695,0.176176906609669,-4.58091749395053
"PRMT7","PRMT7",0.153689733891369,16.3182514837898,2.04685369094538,0.0476773927527896,0.176328264643961,-4.58204201401425
"C7orf25","C7orf25",-0.262290038492591,15.7424459536657,-2.04658325802056,0.0477052953130118,0.176351225829683,-4.58254275591428
"NFKBIB","NFKBIB",0.225271386997154,16.5297787631386,2.04624181276881,0.0477405451267833,0.176372254235975,-4.58317491117422
"STAT2","STAT2",0.317426107126314,15.7640183744816,2.046006334126,0.0477648685192487,0.176372254235975,-4.58361082982991
"MAVS","MAVS",0.215121249164737,15.7747702289438,2.04589788938837,0.0477760737886107,0.176372254235975,-4.58381156956633
"SRSF8","SRSF8",-0.131138902362334,16.8541712680576,-2.04526506403452,0.0478415075679208,0.176533642768783,-4.58498281006627
"CORO7","CORO7",0.136639812738348,15.9843725042529,2.04236862454492,0.048141998369183,0.177494595463099,-4.59033988985014
"POU2F2","POU2F2",-0.146963728945432,15.8917515697911,-2.04215934614989,0.0481637736741248,0.177494595463099,-4.59072672421458
"ZADH2","ZADH2",0.244943923810558,15.3098757336083,2.04212416774875,0.0481674348125965,0.177494595463099,-4.59079174557221
"RCN1","RCN1",-0.241424706645766,17.4678868184484,-2.04134179640247,0.0482489217755353,0.177714311333632,-4.59223759670254
"UTP11","UTP11",0.142767104759727,16.7209310953288,2.04087714530582,0.0482973739397683,0.177746444137417,-4.59309608005483
"LUC7L3","LUC7L3",0.185547269700866,17.7835273412393,2.0408387728684,0.0483013771804101,0.177746444137417,-4.59316696950938
"GEMIN7","GEMIN7",0.583151696153283,15.3016383031036,2.04047246010429,0.0483396076972175,0.177806638448272,-4.59384364425933
"CLUH","CLUH",0.116520879637569,17.6492440702455,2.03995051289623,0.0483941267845988,0.177856931149112,-4.59480764891456
"TKFC","TKFC",0.366975401449071,16.7255386772786,2.03987595285617,0.0484019192061765,0.177856931149112,-4.59494534070903
"SLBP","SLBP",-0.157031454028626,16.0587096063152,-2.03971333512602,0.0484189185180201,0.177856931149112,-4.59524563680748
"ANTXR1","ANTXR1",-0.156901494716866,16.6505345642164,-2.03804424253689,0.0485936994494859,0.178381734200248,-4.59832674308863
"UBE2D2","UBE2D2",-0.136339147358441,17.6776104175267,-2.03793006175523,0.0486056761291118,0.178381734200248,-4.59853744464598
"SOX6","SOX6",-0.251517614651846,16.1930212950681,-2.03698247944718,0.0487051696718524,0.178666211309787,-4.60028568609394
"ALG10","ALG10",-0.146786120720037,15.4291148751633,-2.03603762032788,0.0488045542949778,0.178793757693648,-4.60202825741442
"ALG10B","ALG10B",-0.146786120720037,15.4291148751633,-2.03603762032788,0.0488045542949778,0.178793757693648,-4.60202825741442
"MPHOSPH10","MPHOSPH10",-0.121721158984286,16.7614274581067,-2.03602461935096,0.0488059230313943,0.178793757693648,-4.60205223017113
"ST13","ST13",-0.153840189543388,17.9503731111237,-2.03561793476878,0.0488487555064232,0.178870060140412,-4.60280206217736
"SSX2IP","SSX2IP",-0.167163420403101,13.8018801778418,-2.03486324430956,0.0489283273061897,0.179080762121574,-4.60419321947621
"ARPP19","ARPP19",-0.224202399206757,16.7144721815512,-2.03253198041509,0.0491748422194282,0.179902021782958,-4.60848794931862
"SMARCE1","SMARCE1",-0.188315195165611,17.3497072631479,-2.03176667562249,0.0492560038392609,0.180059391980155,-4.60989696135995
"MFSD10","MFSD10",-0.328341582636407,15.5747337362876,-2.03156744592007,0.0492771515872816,0.180059391980155,-4.61026369607305
"COL4A1","COL4A1",0.184825224884966,16.1412831811881,2.03150003474329,0.0492843089132545,0.180059391980155,-4.61038777758448
"ZNF256","ZNF256",0.357004828327129,15.883101532497,2.03116343122051,0.0493200610883839,0.180062285853014,-4.61100730327696
"FTH1","FTH1",-0.192981834550537,16.0806922146431,-2.03107552044386,0.0493294022136378,0.180062285853014,-4.61116909135838
"NTAN1","NTAN1",-0.160979842227849,14.8783034532266,-2.02958156413845,0.0494883815284621,0.180543686167836,-4.61391766352995
"LRRC8A","LRRC8A",-0.12805337201894,15.0852248872242,-2.02941902492516,0.0495057050643507,0.180543686167836,-4.61421660474554
"CABIN1","CABIN1",0.109363514879423,15.1690755133772,2.02891107521102,0.0495598767792045,0.180660196564194,-4.61515069968516
"COA6","COA6",-0.206006762828459,16.7632273161546,-2.02848853461282,0.0496049791894905,0.180669207778958,-4.61592758898448
"NAGPA","NAGPA",-0.128478546015529,15.5514137881979,-2.02847148970543,0.0496067993311151,0.180669207778958,-4.6159589252853
"RAP2B","RAP2B",0.111852979288923,16.9387875563984,2.02801837382717,0.0496552067039334,0.180764520956684,-4.61679188140717
"UNK","UNK",-0.129989181949403,16.0184260784642,-2.02671881902253,0.0497942696151329,0.181189622963928,-4.61918000818844
"FABP5","FABP5",-0.219546300403746,18.0587692988693,-2.02548702248812,0.0499263952417807,0.181589112716079,-4.62144248878047
"JAM3","JAM3",0.146855392864001,16.6422297663139,2.02446265161636,0.0500365045655196,0.181908204657025,-4.62332314590501
"PLCH1","PLCH1",0.253283404108348,14.2931034616618,2.02361436887106,0.0501278464169426,0.182158812482488,-4.62487994411765
"CHFR","CHFR",0.227793080779549,13.7703127459798,2.02330776610884,0.0501608967010837,0.182197466167609,-4.62544250378044
"TSR3","TSR3",-0.238629179911321,14.4797204340237,-2.02237948628732,0.0502610765812286,0.182479808632786,-4.62714531048843
"ING5","ING5",-0.227550049544655,15.9070696475108,-2.02174035273061,0.0503301531466792,0.182649024522034,-4.62831735295687
"APOBEC3F","APOBEC3F",0.257317817815679,13.6483130288948,2.02119091683442,0.0503896014487158,0.182783163844985,-4.62932467086149
"GEMIN8","GEMIN8",0.181463601300472,16.2096511726011,2.01976973406085,0.050543655639568,0.183010413452368,-4.63192920410646
"RBM33","RBM33",-0.0937273932118146,16.5141118353162,-2.01963977497398,0.0505577634775645,0.183010413452368,-4.63216730064633
"MAGEB2","MAGEB2",0.208522206321447,17.3813881853659,2.01957482087716,0.0505648159200417,0.183010413452368,-4.63228629769638
"MAGEB1","MAGEB1",0.208522206321447,17.3813881853659,2.01957482087716,0.0505648159200417,0.183010413452368,-4.63228629769638
"MAGEB10","MAGEB10",0.208522206321447,17.3813881853659,2.01957482087716,0.0505648159200417,0.183010413452368,-4.63228629769638
"RPAIN","RPAIN",-0.0990921211285247,16.6040885756729,-2.01926475562255,0.0505984933135179,0.183050802022958,-4.63285430046093
"INTS3","INTS3",-0.158701225520325,16.3955699351482,-2.01876644841094,0.0506526573383288,0.183165236433841,-4.63376699379796
"DEGS1","DEGS1",-0.199947159098262,15.3642858894116,-2.01839876142809,0.0506926558409712,0.183228367866276,-4.63444032902718
"NR4A1","NR4A1",0.671501884736744,14.3776750683362,2.01805478505973,0.0507300999141704,0.18328221431213,-4.63507015468109
"STARD7","STARD7",-0.162535217303924,15.6869281733948,-2.01690556655641,0.0508553746192763,0.183653194260372,-4.63717376642193
"CHD7","CHD7",0.129306724728032,15.335459387053,2.01668000141938,0.0508799947695039,0.183660513979262,-4.63758654423448
"LGALS3BP","LGALS3BP",0.218495379710532,16.9084945440143,2.01635875406015,0.0509150764340863,0.183663238777199,-4.6381743539254
"SYNE2","SYNE2",0.146726991442012,15.8242298703722,2.01625934340557,0.050925936794662,0.183663238777199,-4.63835623763269
"RGS22","RGS22",-0.143548008264766,18.3685384134627,-2.01525061016795,0.0510362524817091,0.183958323105406,-4.64020142941217
"ARV1","ARV1",0.198533882845219,15.0439420420392,2.01509747870301,0.0510530172131621,0.183958323105406,-4.64048147533774
