"","Untreated__WT","Untreated__WT","Untreated__WT","Untreated__ARID1A_KO","Untreated__ARID1A_KO","Untreated__ARID1A_KO","Untreated__MED12_KO","Untreated__MED12_KO","Untreated__MED12_KO","Vermurafenib_1uM__WT","Vermurafenib_1uM__WT","Vermurafenib_1uM__WT","Vermurafenib_1uM__ARID1A_KO","Vermurafenib_1uM__ARID1A_KO","Vermurafenib_1uM__ARID1A_KO","Vermurafenib_1uM__MED12_KO","Vermurafenib_1uM__MED12_KO","Vermurafenib_1uM__MED12_KO","Trametinib_10nM__WT","Trametinib_10nM__WT","Trametinib_10nM__WT","Trametinib_10nM__ARID1A_KO","Trametinib_10nM__ARID1A_KO","Trametinib_10nM__ARID1A_KO","Trametinib_10nM__MED12_KO","Trametinib_10nM__MED12_KO","Trametinib_10nM__MED12_KO","vemurafenib+trametinib__WT","vemurafenib+trametinib__WT","vemurafenib+trametinib__WT","vemurafenib+trametinib__ARID1A_KO","vemurafenib+trametinib__ARID1A_KO","vemurafenib+trametinib__ARID1A_KO","vemurafenib+trametinib__MED12_KO","vemurafenib+trametinib__MED12_KO","vemurafenib+trametinib__MED12_KO","vemurafenib+trametinib__WT","Vermurafenib_1uM__WT","Trametinib_10nM__WT","vemurafenib+trametinib__ARID1A_KO","Vermurafenib_1uM__ARID1A_KO","Trametinib_10nM__ARID1A_KO","vemurafenib+trametinib__MED12_KO","Vermurafenib_1uM__MED12_KO","Trametinib_10nM__MED12_KO","Untreated__WT","Vermurafenib_1uM__WT","Trametinib_10nM__WT","Untreated__ARID1A_KO","Vermurafenib_1uM__ARID1A_KO","Trametinib_10nM__ARID1A_KO","Untreated__MED12_KO","Vermurafenib_1uM__MED12_KO","Trametinib_10nM__MED12_KO","Untreated__WT","Vermurafenib_1uM__WT","Trametinib_10nM__WT","Untreated__ARID1A_KO","Vermurafenib_1uM__ARID1A_KO","Trametinib_10nM__ARID1A_KO","Untreated__MED12_KO","Vermurafenib_1uM__MED12_KO","Trametinib_10nM__MED12_KO"
"ABCC1;S930;",0.00263572151819596,0.96726946743521,-0.102525653466291,0.0350379690022852,-0.223144859526741,0.440613460625394,-0.242864802484738,-0.225908636261491,-2.3301199240831,0.339510093104302,-1.97441991446163,0.808021402264874,1.58726646761569,1.29652984079789,-0.117662060384717,1.08079729391893,-0.904155007109366,0.254125081283118,1.19779978726639,1.10945180226268,0.930627788077557,1.52874190188586,-2.69830073135972,0.264920876463763,1.41228980579219,1.36186375610846,-0.797566307631952,-0.68285571724059,-1.00168838772602,-0.810353332534262,-1.0769877111338,-1.82063983998264,-1.8386936090952,-0.725133358377918,-0.939984935641708,-0.38692527263216,-0.686398562919343,0.398345639188034,0.0826346109340337,-1.56890348885808,-0.466065729067395,-0.0474636096548183,-0.895425702671688,0.319342936022079,1.90209235033172,0.465109814433625,0.571550131530315,0.796070777349908,0.0179087120032577,0.0892204439476202,0.756414167196823,-0.0231552579969251,0.467999667306363,-0.1420669044287,-0.659489063365467,-0.869418282210735,1.00393227496868,-0.184383708969141,0.868805713595002,0.254111626081082,0.128493023881445,1.45867914182266,0.244486825260921
"ABCF1;S140;",-0.731202504849361,0.779670066083201,-0.0773392036986916,0.294915652840696,0.393337240680142,0.195048857609606,0.867775652268806,-0.211486311114284,0.081144778852621,0.76830664345117,0.372214153897403,0.154640748268014,0.418423060065039,0.497540534576647,-0.482314344133748,-0.54256933117912,-0.022340281665041,0.606010554592877,0.122578588616762,0.1928954244136,0.229145564445794,0.109723947192186,0.00865358260252572,0.390441398767503,-0.113978232463056,1.20367948692374,0.262449622717816,-0.0718493177023787,-5.70295621573787,-0.43799802053078,0.22914070749316,-4.37110868796742,-0.0231110822555223,-0.189972529946327,0.238897229070743,0.345256876919664,-0.549036500666972,0.26599173433229,0.0265388633438813,-0.346825951839574,0.347552003138622,-0.0115158151569363,-0.553712673437396,0.128243289745368,0.707045123474493,0.216017975312383,0.312194826320911,0.194673234575227,0.29418293705149,0.353361305111238,0.226952332776356,0.0624589965543664,0.305512799383754,0.213689107856072,0.432021345187702,0.363511840011775,0.195934151226068,0.395484686710783,0.12055236197582,1.03836914737258,-0.0638864461160311,-0.408222651999686,-0.0507523313506963
"ABCF1;S22;",0.843187348642589,-1.03224945592654,-0.449180617187592,0.197906296097911,0.530141970011231,-0.291470396013892,0.587113419092104,-0.36054400165103,-0.0880605491456115,-0.302425000945581,0.07202074486395,0.328024908890414,0.139061962007881,0.405843493000973,0.674138189194711,-0.200342641372798,0.181161763540922,0.236261540111044,1.33802284979301,0.893358605343914,1.73732515372206,-1.62602252359815,-1.37452950675986,-2.10002914356905,1.03258957630045,-1.02514873673514,0.984393962380201,0.714289112856897,0.58315619370562,0.339074455730895,0.635186578456902,-2.62453731048889,-5.16459958784731,0.864792389586885,0.370767411518879,-1.3794332000886,0.0632827651026431,-0.0777786536097431,0.349329226751996,0.0561540764254101,0.459586866992959,0.755213125820889,-0.388904539569806,-0.406239136192208,0.276828431010765,-0.0364165707887143,0.427035426886209,0.0312870960415421,-0.378678762271186,0.184007366393162,0.293173542413791,0.429633368414453,0.366448773483482,0.296184055317075,-0.134482146910304,0.0543408118635602,-0.000234291111773621,0.389854974891299,0.248169255138167,0.558704818865409,0.11938293896298,0.147691456299305,0.24718046985924
"ACIN1;T414;",-2.12601709366466,-1.59683422533044,-2.08771545971201,-1.797150215384,-1.40214704182413,-1.17698550780525,-0.96604846832575,-1.21042969805665,-0.773843786982796,1.10918638524027,1.23260463910538,0.914924375179745,0.778923374909199,0.881735377332316,1.10044293644564,0.906376595532817,0.28647950973243,0.783200692465617,0.0374179327469441,0.46853489794112,0.0535154022518936,-0.0664608299909678,-0.124663104381306,0.134542086271273,0.29581817658111,0.396769944703579,0.611414213271341,0.909500400681801,0.4476914014136,0.917207469233439,0.738133415470189,0.0125164620267326,0.402700680978944,-0.045233780064373,-0.768443265869038,0.0251421412725296,-0.288405106111849,0.672218060879535,0.660892578263958,0.707708632465185,0.64105640875963,1.06315240324063,0.481358965039106,0.251701990577847,0.177113572035066,-1.65443214309435,1.26715807591048,0.465538278220234,-1.44062397015276,1.13690730195832,-2.17895423233586,-1.69278392981818,0.907760868200683,0.665810551135049,-1.25090933587158,0.719472638885475,0.230793069574441,-1.08368521030718,1.79083013275383,0.60949154221907,-1.36623988078702,-0.507995951909301,-0.287741343126988
"ADGRL2;S1430;",0.141131663987541,0.581336276826777,-0.47413115973986,-0.138372378615481,-0.196021914274433,-0.363669398745196,-0.371139847392135,-0.0223457927087805,-0.53851874764073,-0.733786623230288,-0.771733323799115,-0.926345200796437,-0.610684916088852,-0.493569126865157,-0.288175275573123,-0.708977608381423,-0.693948680610916,-1.19926141041297,-0.293451203800985,-0.185797264704866,-0.431972727060869,-0.108150263478826,-0.56832111264672,-1.09202027382711,0.326195123401953,-0.873559310049059,-0.247935204288834,1.94852455981329,1.84227833859949,1.83998656567229,1.75320152569582,1.69646169018039,1.75114933469752,1.77502184889112,1.96144708426189,2.28872213763499,1.99845927317724,-1.04004115028694,-0.281915421117366,1.61621377615418,-1.18082081604883,-0.0169086091169251,2.00540077703525,-0.874683582066886,-0.0532091899476307,-0.597057526268841,-1.09894247480483,0.00525200779380276,0.210181935325409,-1.21041267453321,-0.766080270042768,0.56171950372229,-0.849551715561107,-0.382069548726632,-0.0602040370216754,-0.273110012085207,-0.598402513725117,-0.891849245515727,-0.497118030888098,-0.674464073431853,-0.491639503352013,0.16823175699874,-0.300546020596169
"AHCTF1;S2222;",0.661130817975244,-0.0089201702282672,1.00973556045063,0.127837703421325,0.636410297291712,-0.475817988972909,-0.536418830779786,0.485858045570224,0.56553711574631,0.426641084402653,0.519823681312923,0.129770211813537,0.348007341625651,0.767495213224577,0.477794106550062,0.367809487334937,0.10105128010233,0.227414200091242,0.600203044078431,0.983658003204308,0.707051695009531,0.471804339524383,-0.2674083369553,0.161580835660964,0.92732717392218,0.249450790171165,0.427718690650116,-0.657428202824472,-3.04360928700153,-1.70227755417365,-1.23378521441331,-0.825872460965703,-2.29940926862525,-0.218167464974796,-4.51685230292872,-0.545260163454174,-1.25882896813431,1.01054970862211,-0.119204043888953,-0.795819375789304,0.436143890977474,0.113309630880282,-2.11639632032732,0.549115244472372,0.575350095227754,0.586498955362672,-0.459926427696339,0.89154346486047,-0.0604910712134353,0.106341585963923,0.525669949249488,0.399889368310648,0.93842681929371,0.179387185655466,-0.190079579369068,0.714057057018017,0.581557354567246,0.130273220591644,0.126233582931076,0.695143920968011,0.386593729026084,0.39065786489103,0.614119684712703
"AHNAK;S135;",1.36996800215539,1.67542601315258,1.33660415631716,1.6062760060551,1.2767768430207,1.51731417993345,1.4547911088589,1.61948862714107,1.17075909848075,-0.416470338922236,-0.105737884295292,-0.046243568331248,0.154802650317106,0.0634302341096061,0.169630580866332,-0.0430932403846862,-0.429531412392184,-1.25494895995464,-0.399010323803916,0.878706154602194,-0.581195154075872,-0.0197009617400751,-0.586086986895109,-0.0550848251791779,-1.65170504796135,0.0253977334726757,-0.757330822726212,-1.17336220518513,-1.33871455946753,-0.0127955551083479,-0.946744296810438,-2.43115126362741,-0.381274808549742,-1.39465215074857,-1.6673912396451,-0.401053773192719,-0.726510360776239,-0.125399044612434,-0.523829450941796,-0.606997293158801,-0.162157219843806,-0.0199508763207122,-1.47231513667602,-0.740536201079513,0.297923359753537,1.76117059746669,-0.534800298132283,-1.21237615170979,1.67945110889266,-0.441274388939587,-0.552783407729828,1.8265863450541,-0.69172271060733,-0.937441874845054,1.15096450395342,0.185688696816006,0.27569407626702,1.04429685666853,0.478113746861866,0.508893429263476,1.00839118366837,0.0816413801329552,0.223187121088542
"AHNAK;T3716;",-0.40533960713787,-0.418439719587988,-0.762831484294855,-0.436142281993094,0.414467869505034,-0.443155772556777,-1.17973360260617,-0.371740943233211,-0.0607464152159652,-1.193491605736,0.163470458637654,-0.909361284273038,-0.346972015501051,-0.819274307750564,-0.850940931107265,-0.825054808342784,-0.470085219217073,-0.625961377148386,1.62317361561755,1.15345334138741,1.23603564486788,0.297054299657708,0.73525913294847,1.33471762969336,1.56537337816332,0.886135020904114,2.1091043968225,1.04053548893128,-0.416979035022875,0.105378103635914,-0.574905111608994,-1.0047818810507,0.239639765774963,0.758905884388498,-2.89731953148445,0.174309105142579,-0.303977920524754,-0.756224407023233,1.83738326473104,-0.440264003358482,-1.43036698349486,0.721144426971114,0.523374424847219,-2.16162416800975,1.57864800048489,-0.396393787957992,0.243928711995514,1.43738548207556,-0.473137070195968,-0.521850986823869,1.14704415261529,-0.370209978711433,-0.0380543548023861,0.96936776056887,-0.305020963619933,-0.743788892135644,1.09771505258962,-0.638109269817747,-1.42679207658007,0.549857198004664,-0.48743399223851,0.0143511452144742,1.54929303398725
"AKAP2;S748;",0.524679968185637,1.37584081018613,0.632070326797603,0.622021886190302,0.836545146592465,0.613050233934797,1.0324539259713,1.38254534354433,0.867118484636003,0.32063286166146,-0.291825041083889,0.278327634333237,0.186611790996419,0.0463534773550603,-0.125335783535002,-0.0811715241089895,0.486961729892224,0.312260685678733,0.528840005221646,0.728145360136426,-0.321448530650196,0.893022993263814,0.186875229519568,0.805258154161674,0.144792459399548,0.283421407687174,-0.0802190185971721,-2.07411511329794,-1.51436651752225,-1.26996163175601,-1.79113918623745,-1.45215107763711,-2.16265657722707,-2.72078188580133,-2.26146392417895,-1.03497984776958,-0.993018433048387,-0.317526824257764,0.815809271367535,-2.72849688942003,-0.160135221177876,0.150017137286547,-1.77331166212326,-0.12201331965441,0.912071351845854,0.988805828862585,0.291011763739826,0.501330971308767,0.608805012427025,0.562877154806407,0.259228193906019,0.694393983855302,0.337743873431084,-0.289101769098364,1.03855281887612,0.28435024969395,0.277295221481177,0.681401303273334,0.143834286137417,0.405851413648159,1.07615458626242,-0.0587155053197778,0.506570945947742
"AKT1S1;S183;",-0.75304999414091,-0.274406265276897,-1.00089327025128,-0.653197668053197,-0.296281040113308,-0.711500906787858,-2.77868181494226,-0.864405754233392,-2.30290954451793,0.147540746928631,1.82519042574294,0.363642881439113,0.265690124000539,1.31425133838155,0.351390759869457,0.423125658232422,1.01401323520179,1.15100569643218,0.871977988175387,-0.608701149542017,-0.665040610134962,-1.21955424861108,-1.49669030019546,0.474126349126232,1.1109329503145,-1.03379770121331,0.837904050220833,0.589232517872683,0.386240321073398,0.788299277275035,0.655702365812306,0.439212594424626,0.345290466406622,0.329095387013318,0.319014696580735,0.279850946273284,0.465287171848588,0.249982278652898,0.641713618125623,0.530185617347295,0.441232758879242,0.610853663860171,0.345261298399693,0.495288661669243,0.576094587212538,-0.423044312145866,1.38269011688872,-2.96993455930918,-0.715113454710417,-0.159698465422422,-0.259667275390221,-0.1735122722621,0.931682390069055,0.75248194833965,-0.973966497601065,0.336808802271008,0.431091431486936,-2.19741559148863,-0.092855621593236,-1.09578502933196,-1.00234769928696,1.79919329910522,0.449872625602449
